id,response
1576,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Implicit neural 3D representation"", ""surface reconstruction"", ""scene reconstruction"", ""novel view synthesis"", ""coordinate-based multi-layer perceptrons (MLPs)"", ""Neural Radiance Field (NeRF)"", ""prior information"", ""codebook attention"", ""coordinate attention"", ""3D view rendering"", ""photo-realistic appearance"", ""geometry"", ""fewer input views"", ""fine detail-preserving capability""],
    ""Q4"": [""Scene reconstruction"", ""3D head reconstruction""]
}
"
1583,"{
 ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
 ""Q2"": ""Specific adversarial defence methods"",
 ""Q3"": [""invariance"", ""machine learning"", ""robustness"", ""prediction"", ""gray-box"", ""randomized smoothing"", ""certificates"", ""group orbits"", ""permutation"", ""Euclidean isometries""],
 ""Q4"": [""molecular property prediction"", ""medical imaging"", ""protein folding"", ""LiDAR classification""]
}"
1584,"{
    ""Q1"": ""None"",
    ""Q2"": ""None"",
    ""Q3"": [""Structure-based drug design"", ""Deep generative models"", ""Three-dimensional molecular design"", ""Protein pockets"", ""Combinatorial optimization"", ""Genetic algorithms"", ""Neural models"", ""Binding affinity"", ""Disease targets"", ""Docking scores"", ""Physics of binding processes""],
    ""Q4"": [""Pharmaceuticals""]
}"
1875,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Distributionally robust optimization"", ""Tikhonov regularization"", ""Optimal transport"", ""Martingale constraints"", ""Adversary"", ""Empirical measure"", ""Regularization tools"", ""Strong duality theorem""],
    ""Q4"": ""None""
}"
1601,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Robust Graph Classification"", ""Orthogonal Gromov-Wasserstein"", ""Threats"", ""Certifying"", ""Graph classifiers"", ""Topological attacks"", ""Isomorphism"", ""Perturbation"", ""Fenchel biconjugate"", ""Convex optimization"", ""Matching loss"", ""Resistance distance"", ""Graph nodes"", ""Graph convolutional networks"", ""Certificate"", ""Attack algorithm""],
    ""Q4"": None
}"
1614,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""transformer architecture"", ""representations"", ""time-varying systems"", ""population-level dynamics"", ""individual"", ""complex interactions"", ""many-body systems"", ""neurons"", ""nervous system"", ""neural activity"", ""transfer learning"", ""pre-training""],
    ""Q4"": [""neural decoding"", ""many-body systems"", ""nervous system""]
}
"
1616,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Vision transformers"", ""patch-based architecture"", ""robustness"", ""negative augmentation"", ""semantic class"", ""distribution shifts"", ""out-of-distribution performance"", ""invariance"", ""ImageNet"", ""contrastive learning""],
    ""Q4"": [""Computer Vision""]
}"
1619,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Hyperparameter optimization"", ""Meta-learning"", ""OptFormer"", ""Transformer"", ""Vizier"", ""HPO"", ""Hyperparameter response functions""],
    ""Q4"": ""Not clear""
}
"
1625,"{
    ""Q1"": [""Evasion attack"", ""Another type of attack""],
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""deep neural networks"", ""backdoored"", ""data samples"", ""training dataset"", ""adversary"", ""target class"", ""test data"", ""trigger pattern"", ""nullify"", ""backdoor threats"", ""purifying"", ""compromised model"", ""Adversarial Weight Masking"", ""min-max optimization"", ""non-robust perturbation patterns"", ""mask"", ""network weights"", ""sensitive"", ""recovered patterns"", ""benchmark datasets"", ""purifying effects"", ""state-of-the-art methods"", ""available training dataset sizes""],
    ""Q4"": ""None""
}"
1641,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Information encoding"", ""Recurrent neural networks"", ""Time-varying stimuli"", ""Excitatory currents"", ""Recurrent inhibition"", ""Mutual information rate"", ""Additive noise"", ""Chaotic network fluctuations"", ""Positive firing rates"", ""Feedforward excitatory input"", ""Local recurrent inhibition""],
    ""Q4"": ""None""
}"
1646,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""What You See Is What You Get (WYSIWYG)"", ""Stochastic gradient descent (SGD)"", ""Differentially-Private (DP) training"", ""Distributional generalization"", ""Deep learning"", ""Optimization"", ""Distributional-robustness applications"", ""Privacy vs. Disparate impact trade-off"", ""Adversarial training"", ""Stability"", ""Theoretical bounds""],
    ""Q4"": ""None""
}
"
1647,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""multitask learning"", ""robustness"", ""neuron failures"", ""bilingual language models"", ""cognitive science"", ""dementia"", ""cognitive decline"", ""bilingual cognitive reserve"", ""GPT-2"", ""linear representation learning"", ""mathematically analyzing""],
    ""Q4"": [""Language model""]
}"
1656,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""3D point clouds"", ""3D classification"", ""domain generalization"", ""part-based feature representation"", ""part-template feature space"", ""part-level features"", ""part-based feature aggregation module"", ""contrastive learning framework"", ""3DDA"", ""3DDG"", ""domain generalization""],
    ""Q4"": [""3D""]
}"
1668,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""class-conditional generation"", ""conditional generative adversarial networks"", ""multi-label training datasets"", ""single positive setting"", ""single-to-multi-label (S2M) sampling"", ""Markov chain Monte Carlo method"", ""unconditional and conditional GANs""],
    ""Q4"": [""real-world scenarios"", ""real image datasets""]
}"
1677,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Cross-domain imitation learning"", ""Adversarial training"", ""Mutual information criterion"", ""Embedding"", ""Policy transfer"", ""Task-relevant information""],
    ""Q4"": [""Autonomous agent""]
}"
1678,"{
    ""Q1"": ""Evasion attack"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Adversarial viewpoint"", ""Robustness"", ""Visual recognition"", ""Neural radiance fields"", ""Entropic regularizer"", ""Image classifiers"", ""Out-of-distribution dataset"", ""ViewFool"", ""ImageNet-V""], 
    ""Q4"": [""Autonomous driving""]
}"
1690,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""3DB"", ""Debugging"", ""Computer Vision"", ""Models"", ""Photorealistic simulation"", ""Robustness analyses"", ""Physical world""],
    ""Q4"": ""None""
}
"
1706,"{
    ""Q1"": [""Lack of robustness to (not necessarily adversarial) OOD inputs"", ""Another type of attack""],
    ""Q2"": [""Specific adversarial defence methods"", ""Other aspects of adversarial machine learning""],
    ""Q3"": [""Vertical federated learning"", ""Fairness-sensitive features"", ""Bias"", ""Adversarial learning"", ""Privacy-preserving"", ""Contrastive adversarial learning""],
    ""Q4"": [""None""]
}
"
1713,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Markov decision processes"", ""Uncertain MDPs"", ""formal verification"", ""Bayesian inference"", ""robust anytime-learning"", ""UCRL2 reinforcement learning""],
    ""Q4"": [""sequential decision-making""]
}"
1715,"{
""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
""Q2"": ""Specific adversarial defence methods"",
""Q3"": [""generalized linear models"", ""adversarial corruptions"", ""iterative trimmed maximum likelihood estimator"", ""minimax near-optimal risk"", ""Gaussian regression"", ""Poisson regression"", ""Binomial regression"", ""label and covariate corruptions"", ""robustness"", ""optimality""],
""Q4"": ""None""
}"
1723,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Imitation learning"", ""Backwards model"", ""Robustness"", ""Covariate shift"", ""Extrapolation"", ""Generative model"", ""Continuous control""],
    ""Q4"": [""Continuous control domains""]
}
"
1747,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Sparse convolutional model"", ""Visual recognition"", ""Deep neural networks"", ""Interpretability"", ""Convolutional dictionary"", ""Differentiable optimization layers"", ""Conventional deep neural networks"", ""Sparse coding"", ""Input corruptions"", ""Adversarial perturbations"", ""Sparse regularization"", ""Data reconstruction""],
    ""Q4"": [""Image classification"",""CIFAR-10"",""CIFAR-100"",""ImageNet""]
}"
1754,"{
    ""Q1"": ""Poisoning attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial noise"", ""Data Poisoning Attack"", ""Defense Mechanisms"", ""Training examples"", ""Prediction"", ""Generalization performance"", ""Sharp loss regions"", ""Optimized friendly noise"", ""Randomly varying noise component"", ""Backdoor poisoning attacks"", ""Adaptive attacks""],
    ""Q4"": None
}"
1768,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Federated learning"", ""Model-heterogeneous"", ""Rolling sub-model extraction"", ""Partial training"", ""Low-end clients"", ""Large-model large-dataset regime"", ""Theoretical statistical analysis""],
    ""Q4"": [""Federated learning""]
}"
1782,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Amortized Inference"", ""Causal Structure Learning"", ""Combinatorial search problem"", ""Score or independence test"", ""Variational inference model"", ""Observational or interventional data"", ""Permutation invariances"", ""Statistical efficiency"", ""Structure learning"", ""Synthetic data"", ""Semisynthetic gene expression data"", ""Generalization capabilities"", ""Distribution shifts"", ""Genomics domain""],
    ""Q4"": [""Genomics""]
}"
1786,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""fairwashing"", ""black-box models"", ""model explanation techniques"", ""surrogate model"", ""FRAUD-Detect"", ""fairness audit detection"", ""subpopulation-wise fidelity measures""],
    ""Q4"": [""high-stakes decision-making systems""]
}
"
1788,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""semi-supervised learning"", ""self-training"", ""bias"", ""pseudo labels"", ""adversarial optimization"", ""classifier heads""],
    ""Q4"": [""none""]
}"
1796,"{
    ""Q1"": ""Evasion attack"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Stochastic neural networks"", ""Adversarial example"", ""Gradient-based"", ""Sample-based attack"", ""Robustness"", ""Increasing attack strengths"", ""Model robustness"", ""Empirical analysis""], 
    ""Q4"": ""None""
}"
1797,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Latent space robustness"", ""Uncertainty"", ""EEG-ML models"", ""Realistic distribution shifts"", ""Representation learning"", ""EEG signals"", ""Downstream tasks"", ""Clinical utility""],
    ""Q4"": [""Healthcare""]
}"
1799,"{
    ""Q1"": [""Lack of robustness to (not necessarily adversarial) OOD inputs"",""Another type of attack""],
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""overparameterization"", ""membership inference attack"", ""privacy attacks"", ""linear regression"", ""ridge regularization"", ""Gaussian data setting""],
    ""Q4"": ""None""
}"
1804,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Other aspects of adversarial machine learning"", 
    ""Q3"": [""Instructions"", ""Descriptions"", ""Autonomy"", ""Contextual bandit setting"", ""Human communication"", ""Policy"", ""Reward function"", ""Social learning"", ""Reinforcement learning""], 
    ""Q4"": ""Not clear""
}"
1811,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [
        ""Visual Counterfactual Explanations (VCEs)"",
        ""Image classifier"",
        ""Adversarially robust models"",
        ""Diffusion Visual Counterfactual Explanations (DVCEs)"",
        ""ImageNet classifiers"",
        ""Diffusion process"",
        ""Adaptive parameterization"",
        ""Distance regularization"",
        ""Late start"",
        ""Cone regularization""
    ],
    ""Q4"": ""Not clear""
}"
1812,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Semi-Supervised"", ""Video Salient Object Detection"", ""Uncertainty-Guided Pseudo Labels"", ""Temporal consistency"", ""Adversarial learning"", ""Robustness"", ""Pseudo labels""], 
    ""Q4"": [""DAVIS"", ""FBMS"", ""MCL"", ""ViSal"", ""SegTrack-V2""]
}"
1816,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Certified robustness training"", ""Knowledge transfer"", ""Adversarial attack"", ""Deep neural network"", ""AI-controlled systems"", ""Robust teacher"", ""Student"", ""CIFAR-10"", ""ImageNet""],
    ""Q4"": [""None""]
}"
1832,"{
  ""Q1"": ""None"",
  ""Q2"": ""Other aspects of adversarial machine learning"",
  ""Q3"": [
    ""combinatorial bandits"",
    ""semi-bandit feedback"",
    ""finite budget"",
    ""subset-dependent feedback"",
    ""non-stochastic"",
    ""numerical-based"",
    ""preference-based"",
    ""optimal arms"",
    ""aggressive"",
    ""conservative"",
    ""learning algorithm"",
    ""lower bounds""
  ],
  ""Q4"": ""None""
}"
1835,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Stochastic first-order methods"", ""Stochastic Extragradient"", ""Stochastic Gradient Descent-Ascent"",""variational inequality problems"",""adversarial formulations"",""machine learning"",""high-probability convergence bounds"",""non-sub-Gaussian noise"",""unbounded domains"",""monotone"",""structured non-monotone"",""negative comonotone"",""quasi-strongly monotone"",""star-cocoercive"",""SEG"",""SGDA"",""clipping"",""GAN formulations""],
    ""Q4"": [""none""]
}
"
1854,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""generative adversarial nets"",""GANs"",""limited data"",""Discriminator gradIent Gap regularization"",""GAN training""],
    ""Q4"": [""None""]
}"
1859,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""average robustness"", ""deep neural networks"", ""under-parameterized setting"", ""over-parameterized setting"", ""LeCun initialization"", ""Neural Tangent Kernel (NTK)"", ""He-initialization"", ""lazy training regime"", ""non-lazy training regime"", ""width"", ""depth"", ""initialization"", ""two-layer ReLU network""],
    ""Q4"": ""None""
}"
1865,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""No-regret learning"", ""games with noisy feedback"", ""learning rate separation"", ""regret minimization"", ""variationally stable games"", ""payoff gradients"", ""noise"", ""multiplicative noise"", ""optimistic gradient scheme"", ""adaptive method""],
    ""Q4"": ""None""
}
"
1881,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"", 
    ""Q3"": [""invariant learning"", ""environment partition"", ""heterogeneous data"", ""causal mechanisms"", ""auxiliary information"", ""inductive biases""], 
    ""Q4"": []
}"
1883,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Object-oriented reinforcement learning"", ""Object-Category Aware Reinforcement Learning"", ""Object representation"", ""Category information"", ""Perception"", ""Reasoning"", ""Sample efficiency"", ""Generalization""],
    ""Q4"": [""OORL""]
}"
1886,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Model agnostic explanations"", ""Black box models"", ""Local boundary"", ""Input"", ""Non-linear"", ""Deep relu network"", ""Linear approximation"", ""Neighborhood width"", ""Inverse covariance matrix"", ""Function fitting procedures"", ""Adaptive neighborhood sampling scheme"", ""ANS""],
    ""Q4"": [""""]
}"
1892,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Multi-agent reinforcement learning"", ""Reward estimation"", ""Policy-weighted reward aggregation"", ""Stabilized training""],
    ""Q4"": [""Robotics"", ""Automatic driving""]
}"
1894,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Point cloud"", ""Data augmentation"", ""Mixup"", ""Saliency-Guided"", ""3D vision"", ""Salient regions"", ""Local structure"", ""Saliency scores"", ""Uncertainty calibration""],
    ""Q4"": [""ModelNet40"",""ScanObjectNN"",""part segmentation"",""image classification""]
}"
1897,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""adversarial attack"",""face recognition"",""high-level semantics"",""Adversarial Attributes"",""Adv-attribute"",""attack transferability"",""perturbations"",""low-level pixels"",""multi-objective optimization strategy"",""importance-aware attribute selection"",""stealthiness""],
    ""Q4"": [""Face Recognition""]
}
"
1902,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Noise robustness"", ""Gradient scaling"", ""Mislabeled samples"", ""Noise Attention Learning"", ""Deep neural networks"", ""Generalization"", ""Label noise"", ""Predictive power""],
    ""Q4"": [""CIFAR-10"", ""CIFAR-100"", ""ANIMAL-10N"", ""Clothing1M"", ""Webvision""]
}
"
1928,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Information-Theoretic"", ""GAN Compression"", ""Variational Energy-based Model"", ""Knowledge distillation"", ""Mutual information"", ""Teacher and student networks"", ""Variational optimization"", ""Energy-based model"", ""Deep neural network"", ""Variational distribution"", ""High-dimensional images"", ""Spatial dependencies"", ""Model compression"", ""Generative adversarial networks"", ""Dense prediction networks"", ""Image enhancement models""],
    ""Q4"": [""None""]
}"
1932,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Simulation-based inference"", ""sequential inference"", ""Truncated Sequential Neural Posterior Estimation (TSNPE)"", ""coverage tests"", ""inference method"", ""scientific models""],
    ""Q4"": [""Neuroscience""]
}"
1935,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Numerical reasoning"", ""Adaptive symbolic compiler"", ""Artificial Intelligence"", ""RoBERTa"", ""Encoder"", ""Compiler"", ""Reasoning Manager"", ""Operator Generator"", ""Operands Generator"", ""Memory Register"", ""FinQA dataset"", ""MathQA dataset""],
    ""Q4"": [""None""]
}"
1941,"{
  ""Q1"": ""Evasion attack"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""Randomized smoothing"", ""Graph Neural Networks (GNNs)"", ""Gray-box certificates"", ""Message-passing principle"",""Adversarial robustness"", ""Node features"", ""Graph structure"", ""Graph sparsification""],
  ""Q4"": [""Graph Neural Networks""]
}"
1965,"{
  ""Q1"": ""None"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""Conditional image synthesis"", ""GAN"", ""IMLE"", ""Mode collapse"", ""Fréchet Inception Distance (FID)"", ""High-fidelity images"", ""Image Fidelity"", ""Mode coverage"", ""Night-to-day"", ""16x single image super-resolution"", ""Image colourization"", ""Image decompression""],
  ""Q4"": ""None""
}
"
1968,"{
    ""Q1"": ""None"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Cluster randomized designs"", ""One-sided bipartite experiments"", ""Interference"", ""Marketplaces"", ""Two-sided platforms"", ""Exposure mapping framework"", ""Difference-in-means estimator"", ""Balanced partitioning clustering"", ""Linear potential outcomes models"", ""Bounded interference"", ""Robustness""], 
    ""Q4"": [""Marketplaces"",""Two-sided platforms""]
}
"
1982,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""monotone submodular maximization"", ""noisy oracles"", ""cardinality constraint"", ""approximation guarantee"", ""noise reduction""],
    ""Q4"": [""None""]
}
"
1993,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""min-max optimization"", ""Riemannian manifolds"", ""geodesic convex-concave"", ""Riemannian corrected extragradient"", ""Riemannian gradient ascent-descent"", ""curvature of the manifold"", ""robust PCA""],
    ""Q4"": [""Robust PCA""]
}"
1996,"{
  ""Q1"": ""Evasion attack"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""Adversarial training"", ""Deep Neural Networks"", ""Data augmentations"", ""Domain generalization"", ""Jensen-Shannon divergence loss"", ""Gradient masking"", ""Robustness-accuracy trade-off"", ""RobustBench Leaderboard""],
  ""Q4"": [""None""]
}"
2004,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Shapley values"", ""kernel methods"", ""feature attribution"", ""Interventional Shapley values"", ""Observational Shapley values"", ""kernel mean embeddings"", ""local perturbations"", ""Shapley regularizer"", ""empirical risk minimization"", ""covariate shift"", ""fair learning""],
    ""Q4"": ""None""
}"
2005,"{
  ""Q1"": ""None"",
  ""Q2"": ""Specific adversarial defence methods"",
  ""Q3"": [""non-stationary bandits with knapsacks"",""resource consumption"",""multi-arm bandit"",""cumulative reward"",""knapsack constraints"",""stochastic"",""adversarial environment"",""variation budget"",""sublinear regret"",""global non-stationarity measure"",""primal-dual analysis"",""online convex optimization with constraints"",""regret bounds""],
  ""Q4"": ""None""
}"
2008,"{
    ""Q1"": ""Another type of attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Adversarial unlearning"", ""Reducing Confidence"", ""Overfitting"", ""Regularization"", ""Out-of-distribution examples"", ""Adversarial Training"", ""Test accuracy"", ""Spurious features""],
    ""Q4"": ""None""
}"
2012,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Fine-tuning"", ""Language models"", ""Non-language tasks"", ""Classification"", ""Regression"", ""Inductive bias"", ""Robustness"", ""Sample complexity"", ""Pretraining"", ""Context-aware learning"", ""Prompting"", ""Calibrated predictions"", ""Data generation"", ""Two-stage fine-tuning""],
    ""Q4"": [""None""]
}"
2023,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""style transfer"", ""out-of-domain"", ""speech synthesis"", ""voice"", ""prosody"", ""multi-level style adaptor"", ""generalizable content adaptor"", ""Mix-Style Layer Normalization"", ""linguistic content representation"", ""model generalization"", ""zero-shot style transfer"", ""few-shot data setting""],
    ""Q4"": [""Speech""]
}"
2099,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"", 
    ""Q2"": ""Specific adversarial defence methods"", 
    ""Q3"": [""Molecular representation learning"", ""Robustness"", ""Out-of-distribution"", ""Substructure Invariance"", ""Environment-invariant substructures""], 
    ""Q4"": [""Molecular property prediction"", ""Target identification""]
}"
2040,"{
    ""Q1"": ""Evasion attack"", 
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""Vision transformers"", ""Adversarial robustness"", ""Convolutional Neural Networks"", ""Decision-based attack"", ""Patch-wise Adversarial Removal"", ""Noise sensitivity"", ""Black-box attack""],
    ""Q4"": ""None""
}
"
2051,"{
    ""Q1"": ""Evasion attack"", 
    ""Q2"": ""Specific adversarial attack methods"", 
    ""Q3"": [""audio adversarial examples"", ""streaming contexts"", ""audio-to-audio tasks"", ""deep learning systems"", ""user-generated audio data"", ""security"", ""privacy"", ""automatic speaker recognition"", ""time-varying finite impulse response (FIR) filter"", ""speech enhancement"", ""de-identifying user speech"", ""perceptual study"", ""anonymization methods"", ""real-time""],
    ""Q4"": [""audio""]
}"
2133,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""Adversarial Training"", ""Adversarial robustness"", ""Automated Attacker"", ""Efficient perturbations"", ""Boosting performance""],
    ""Q4"": [""none""]
}"
2055,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Robust Offline Reinforcement Learning"", ""Conservative Smoothing"", ""Offline reinforcement learning"", ""Value estimation"", ""Action selection"", ""Sensor errors"", ""Adversarial attacks"", ""Regularization"", ""Policy"", ""Value function"", ""Dataset"", ""Suboptimality bound"", ""Linear MDPs""],
    ""Q4"": ""None""
}"
2064,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Model compression"", ""Neural networks"", ""Interpolative decompositions"", ""Channel elimination"", ""Theoretical generalization bound"", ""Heuristic"", ""Deep networks"", ""ImageNet""],
    ""Q4"": [""Computer Vision""]
}"
2085,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Bayesian deep learning"", ""Functional prior"", ""Neural networks"", ""Wasserstein distance"", ""Markov chain Monte Carlo sampling"", ""Convolutional neural networks""],
    ""Q4"": [""None""]
}"
2092,"{
    ""Q1"": ""Model extraction attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""privacy-preserving"", ""collaborative learning"", ""automatic transformation search"", ""reconstruction attacks"", ""data augmentations"", ""protection"", ""generalize"", ""attacker"", ""knowledge"", ""optimizing"", ""policies"", ""search algorithm""],
    ""Q4"": []
}"
2101,"{
    ""Q1"": ""Another type of attack"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""domain generalization"",""semantic representations"",""semantic topology"",""Category-aware Data Mixing"",""Adaptive Semantic Topology Refinement""],
    ""Q4"": [""DG benchmarks""]
}"
2103,"{
    ""Q1"": ""None"",
    ""Q2"": ""Other aspects of adversarial machine learning"",
    ""Q3"": [""Unsupervised"", ""Causal"", ""Generative"", ""Images"", ""Object-centric"", ""3D"", ""Scene understanding"", ""Robustly"", ""Out-of-distribution"", ""Physical process"", ""Camera"", ""Multi-view"", ""Latent representation"", ""Shapes"", ""Colours"", ""Positions"", ""3D objects"", ""Neural radiance fields"", ""Inference algorithm"", ""Unseen combination"", ""Unseen spatial compositions"", ""Radically new viewpoint""],
    ""Q4"": [""3D scene understanding""]
}"
2111,"{
    ""Q1"": ""None"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""stochastic gradient descent"", ""active labeling"", ""active learning"", ""partial supervision"", ""streaming technique"", ""generalization error""],
    ""Q4"": ""None""
}"
2112,"{
    ""Q1"": ""Evasion attack"",
    ""Q2"": ""Specific adversarial attack methods"",
    ""Q3"": [""Adversarial attack"", ""Spatiotemporal traffic forecasting"", ""Vulnerability"", ""Practical adversarial spatiotemporal attack framework"", ""Gradient guided node saliency method"", ""Spatiotemporal gradient descent"", ""Performance degradation"", ""Adversarial training"", ""Robustness"", ""Real-world datasets""],
    ""Q4"": ""None""
}
"
2117,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Counterfactual Simulation Testing"", ""Robustness"", ""Neural networks"", ""Convolutional Neural Networks"", ""Vision Transformers"", ""Naturalistic variations"", ""Object pose"", ""Scale"", ""Viewpoint"", ""Lighting"", ""Occlusions"", ""Generalization""],
    ""Q4"": [""Computer Vision""]
}"
2138,"{
    ""Q1"": ""Lack of robustness to (not necessarily adversarial) OOD inputs"",
    ""Q2"": ""Specific adversarial defence methods"",
    ""Q3"": [""Causal User Modeling"",""Robust Prediction"",""Causal Graph"",""Boundedly-Rational Decision Makers"",""Relevance Prediction"",""Social Platforms""],
    ""Q4"": ""None""
}"
